inhibitor_id,warhead,site,gene,smiles
CI004189,Michael Acceptor,CYS-909,JAK3,CN(C)C(=O)/C=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)cc1
CI004192,Michael Acceptor,CYS-909,JAK3,NC(=O)/C=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)cc1
CI004193,Michael Acceptor,CYS-909,JAK3,CN(C)C(=O)C(C#N)=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1
CI004194,Michael Acceptor,CYS-909,JAK3,CNC(=O)C(C#N)=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1
CI004196,Michael Acceptor,CYS-909,JAK3,CN(C)C(=O)/C=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1
CI004198,Michael Acceptor,CYS-909,JAK3,CN(C)C(=O)C(C#N)=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)cc1
CI004200,Michael Acceptor,CYS-909,JAK3,CN(C)C(=O)C(C#N)=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C)o1
CI004201,Michael Acceptor,CYS-909,JAK3,NC(=O)/C=C/c1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1
CI004203,Michael Acceptor,CYS-909,JAK3,CN(C)C(=O)C(C#N)=Cc1cccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)c1
CI004204,Michael Acceptor,CYS-909,JAK3,CN(C)C(=O)C(C#N)=Cc1ccc(-c2nc3cnc4c(ccn4C)c3n2C2CCCCC2)o1
CI003790,Nitrile,CYS-909,JAK3,N#CCC(=O)Nc1cccc(CNc2c(C(N)=O)cnn3cccc23)c1
CI003974,Nitrile,CYS-909,JAK3,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
CI004437,Nitrile,CYS-909,JAK3,N#CN[C@@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004438,Nitrile,CYS-909,JAK3,COc1ccc(S(=O)(=O)N[C@@H]2C[C@H](NC#N)c3cc(-c4ncnc5[nH]ccc45)ccc32)cc1
CI004441,Nitrile,CYS-909,JAK3,N#CN[C@H]1C[C@@H](NS(=O)(=O)c2cccc(F)c2)c2ccc(-c3ncnc4[nH]ccc34)cc21
CI004446,Nitrile,CYS-909,JAK3,C[C@H]1Cc2ccc(-c3ncnc4[nH]ccc34)cc2[C@@H]1NC#N
CI004451,Nitrile,CYS-909,JAK3,C[C@]1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004453,Nitrile,CYS-909,JAK3,CN(C#N)C1CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004456,Nitrile,CYS-909,JAK3,Cn1nccc1S(=O)(=O)N[C@@H]1C[C@H](NC#N)c2cc(-c3ncnc4[nH]ccc34)ccc21
CI004458,Nitrile,CYS-909,JAK3,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004460,Nitrile,CYS-909,JAK3,N#CN[C@@H]1c2cc(-c3ncnc4[nH]ccc34)ccc2C[C@H]1O
CI004463,Nitrile,CYS-909,JAK3,N#CN[C@@H]1CCOc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004465,Nitrile,CYS-909,JAK3,C[C@@H]1Cc2ccc(-c3ncnc4[nH]ccc34)cc2[C@@H]1NC#N
CI004469,Nitrile,CYS-909,JAK3,COCCc1c[nH]c2ncnc(-c3ccc4c(c3)N(C#N)CC(F)(F)O4)c12
CI004471,Nitrile,CYS-909,JAK3,COCCc1c[nH]c2ncnc(-c3ccc4c(c3)C(NC#N)CC4)c12
CI004472,Nitrile,CYS-909,JAK3,N#CN[C@H]1CCOc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004474,Nitrile,CYS-909,JAK3,N#CN[C@H]1C[C@@H](NS(=O)(=O)c2cccc(C#N)c2)c2ccc(-c3ncnc4[nH]ccc34)cc21
CI004478,Nitrile,CYS-909,JAK3,COCCc1c[nH]c2ncnc(-c3ccc4c(c3)C(NC#N)CCO4)c12
CI004482,Nitrile,CYS-909,JAK3,N#CN[C@H]1C[C@H](O)c2ccc(-c3ncnc4[nH]ccc34)cc21
CI004486,Nitrile,CYS-909,JAK3,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]cc(-c5ccccc5)c34)cc21
CI004489,Nitrile,CYS-909,JAK3,N#CNC1CCOc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004490,Nitrile,CYS-909,JAK3,COCCS(=O)(=O)N[C@@H]1C[C@H](NC#N)c2cc(-c3ncnc4[nH]ccc34)ccc21
CI004495,Nitrile,CYS-909,JAK3,C[C@@]1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004501,Nitrile,CYS-909,JAK3,N#CNC1CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004502,Nitrile,CYS-909,JAK3,CS(=O)(=O)N[C@@H]1C[C@H](NC#N)c2cc(-c3ncnc4[nH]ccc34)ccc21
CI004503,Nitrile,CYS-909,JAK3,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]cc(-c5cccc(CO)c5)c34)cc21
CI004505,Nitrile,CYS-909,JAK3,COCCc1c[nH]c2ncnc(-c3ccc4c(c3)N(C#N)CCO4)c12
CI004508,Nitrile,CYS-909,JAK3,CC1(NC#N)CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CI004512,Nitrile,CYS-909,JAK3,N#CN[C@H]1C[C@@H](O)c2ccc(-c3ncnc4[nH]ccc34)cc21
CI003966,Vinylsulfone,CYS-909,JAK3,C=CS(=O)(=O)Nc1cccc(CNc2c(C(N)=O)cnn3cccc23)c1
CI003733,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4ccc(OC)cc4)cc(C)c3CC[C@@H]12
CI003742,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4ccc(C#N)cc4)cc(C)c3CC[C@@H]12
CI003743,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(Br)cc4)cc(C)c3CC[C@@H]12
CI003751,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4ccncc4)CC[C@]3(C)CC[C@@H]12
CI003762,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4cccc(C)c4)cc(C)c3CC[C@@H]12
CI003769,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccccc4OC)cc(C)c3CC[C@@H]12
CI003792,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccc(OC(F)(F)F)c4)CC[C@]3(C)CC[C@@H]12
CI003806,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccc(F)c4)CC[C@]3(C)CC[C@@H]12
CI003808,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(F)cc4F)cc(C)c3CC[C@@H]12
CI003822,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccnc4)CC[C@]3(C)CC[C@@H]12
CI003825,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OCc4ccc(OC(F)(F)F)cc4)cc(C)c3CC[C@@H]12
CI003830,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(Cl)cc4)cc(C)c3CC[C@@H]12
CI003831,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4ccc(I)cc4)CC[C@]3(C)CC[C@@H]12
CI003834,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)/C=C/c4cccs4)CC[C@]3(C)CC[C@@H]12
CI003843,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4ccc(C(F)(F)F)cc4)cc(C)c3CC[C@@H]12
CI003847,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3=C(C)[C@@H](OC(=O)c4ccc(C)cc4)CC3[C@](C)(OC(C)=O)CC[C@@H]12
CI003856,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(OC)cc4)cc(C)c3CC[C@@H]12
CI003880,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccccc4C)cc(C)c3CC[C@@H]12
CI003882,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4ccc(F)cc4)cc(C)c3CC[C@@H]12
CI003890,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3=C(C)[C@@H](OC(=O)/C=C/c4ccc(OCCC)cc4)CC3[C@](C)(OC(C)=O)CC[C@@H]12
CI003895,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccc(Br)c4)CC[C@]3(C)CC[C@@H]12
CI003902,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4ccc(OC(F)(F)F)cc4)cc(C)c3CC[C@@H]12
CI003906,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3=C(C)[C@@H](OC(=O)/C=C/c4ccc(C)cc4)CC3[C@](C)(OC(C)=O)CC[C@@H]12
CI003917,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(C(F)(F)F)cc4)cc(C)c3CC[C@@H]12
CI003927,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccc(OC)c4)CC[C@]3(C)CC[C@@H]12
CI003929,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3=C(C)[C@@H](OC(=O)/C=C/c4ccc(Cl)cc4)CC3[C@](C)(OC(C)=O)CC[C@@H]12
CI003930,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3=C(C)[C@@H](OC(=O)c4ccccc4)CC3[C@](C)(OC(C)=O)CC[C@@H]12
CI003931,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OCc4ccccc4Br)cc(C)c3CC[C@@H]12
CI003938,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4cccnc4)cc(C)c3CC[C@@H]12
CI003940,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4cccc(Cl)c4)cc(C)c3CC[C@@H]12
CI003969,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)/C=C/c4ccco4)CC[C@]3(C)CC[C@@H]12
CI003985,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(C)cc4)cc(C)c3CC[C@@H]12
CI004001,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)CC[C@@H]12
CI004013,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(I)cc4)cc(C)c3CC[C@@H]12
CI004014,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4ccc(C)cc4)cc(C)c3CC[C@@H]12
CI004016,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4cccc(C(F)(F)F)c4)cc(C)c3CC[C@@H]12
CI004047,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4ccco4)CC[C@]3(C)CC[C@@H]12
CI004055,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4cccc(OC)c4)cc(C)c3CC[C@@H]12
CI004065,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccs4)CC[C@]3(C)CC[C@@H]12
CI004073,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccc(Cl)c4)CC[C@]3(C)CC[C@@H]12
CI004074,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)C(OC(=O)c4cccc(C(F)(F)F)c4)CC[C@]3(C)CC[C@@H]12
CI004085,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OCc4ccccc4C(F)(F)F)cc(C)c3CC[C@@H]12
CI004088,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccc(OC(F)(F)F)cc4)cc(C)c3CC[C@@H]12
CI004095,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccc(I)c4)CC[C@]3(C)CC[C@@H]12
CI004098,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4ccccc4)cc(C)c3CC[C@@H]12
CI004101,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3=C(C)[C@@H](OC(=O)/C=C/c4ccccc4)CC3[C@](C)(OC(C)=O)CC[C@@H]12
CI004104,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)/C=C/c4cccnc4)CC[C@]3(C)CC[C@@H]12
CI004114,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4cccs4)cc(C)c3CC[C@@H]12
CI004130,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3=C(C)[C@@H](OC(=O)c4ccc(Cl)cc4)CC3[C@](C)(OC(C)=O)CC[C@@H]12
CI004148,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4ccc(F)cc4F)cc(C)c3CC[C@@H]12
CI004170,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@@H]2C3[C@@H](C)[C@@H](OC(=O)c4cccc(C)c4)CC[C@]3(C)CC[C@@H]12
CI004173,Michael Acceptor,CYS-85,UBE2D3,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)/C=C/c4cccnc4)cc(C)c3CC[C@@H]12
CI004568,Michael Acceptor,CYS-840,PKN3,Cc1cccc2[nH]cc(-c3ccnc(Nc4cccc(NC(=O)c5ccc(NC(=O)/C=C/CN(C)C)cc5)c4)n3)c12
CI002444,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(Cl)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002445,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1
CI002446,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC1C(=O)OC
CI002447,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(NCc4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002448,Michael Acceptor,CYS-805,ERBB2,CCCCCOc1ccc(Nc2c(C#N)cnc3cc(OCC)c(NC(=O)/C=C/CN(C)C)cc23)cc1Cl
CI002449,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002450,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nccn4C)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002451,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nc5ccccc5s4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002452,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccnc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002453,Michael Acceptor,CYS-805,ERBB2,C=C(CNc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC)C(=O)O
CI002454,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002455,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002456,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(F)cc4F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002457,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(C#N)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002458,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc4c(c3)CCN4Cc3ccccc3)c2cc1NC(=O)/C=C/CN(C)C
CI002459,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC
CI002460,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1
CI002461,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002462,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCCOCCOCC1
CI002463,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1
CI002464,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(NCNc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002465,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(C)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002466,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(Oc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002467,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002468,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc5ccccc5c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002469,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4Cl)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002470,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002471,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(N4CCOCC4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002472,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H]4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002473,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC1
CI002474,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002475,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC(O)CC1
CI002476,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC(O)(O)CC1
CI002477,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C
CI002478,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1cn(C)cn1
CI002479,Michael Acceptor,CYS-805,ERBB2,C=C(CN1CCOCC1)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC
CI002480,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002481,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCC4CCCCC4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002482,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002483,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(F)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002484,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002485,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1C(C)CCCC1C
CI002486,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002487,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002488,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cc(F)cc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002489,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002490,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002491,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C
CI002492,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc4c(ccn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002493,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCOC
CI002494,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCO
CI002495,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002496,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(Cl)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002497,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(-n4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002498,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncc(-c5ccccc5)s4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002499,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(Sc4nc(-c5ccccc5)cs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002500,Michael Acceptor,CYS-805,ERBB2,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC
CI002501,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C
CI002502,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1
CI002503,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCSCC1
CI002504,Michael Acceptor,CYS-805,ERBB2,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002505,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(C#N)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
CI002506,Michael Acceptor,CYS-805,ERBB2,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
